GEOID,label,Commercial Office,Commercial Office - 2+ Floors,Commercial Office - Mixed Use,Commercial Retail,Commercial Retail - Department Store,Commercial Retail - Food & Drink,Commercial Retail - Mall,"Commercial Retail - Shopping Plaza, Mini-Mall",Commercial Retail - Truck Stop,Multi-Family Residential,Multi-Family Residential - 2 to 4 units,Multi-Family Residential - 5+ units,Multi-Family Residential - High-Rise,Residential  ,Residential - Condo,Residential - Townhouse,distance_from_core
13121007604,Urban,0.0054644808743169,0.0,0.0,0.0737704918032786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628415300546448,0.0,0.4672131147540984,0.0273224043715847,0.3497267759562841,9825.64822462867
13121007703,Urban,0.0034334763948497,0.0,0.0017167381974248,0.0274678111587982,0.0,0.0017167381974248,0.0,0.0,0.0,0.0,0.0,0.0025751072961373,0.0,0.9210300429184548,0.0394849785407725,0.0008583690987124,12849.358805947466
13121007705,Urban,0.017799352750809,0.0,0.0032362459546925,0.0420711974110032,0.0,0.0242718446601941,0.0032362459546925,0.0145631067961165,0.0,0.0097087378640776,0.0016181229773462,0.0323624595469255,0.0,0.7362459546925566,0.0,0.1084142394822006,12941.645814606747
13121007707,Urban,0.0143112701252236,0.0,0.0,0.0679785330948121,0.0,0.0035778175313059,0.0,0.0089445438282647,0.0,0.0,0.0017889087656529,0.0035778175313059,0.0,0.7871198568872988,0.0,0.1055456171735241,11675.795201290772
13121007708,Urban,0.0107066381156316,0.0,0.0042826552462526,0.0642398286937901,0.0,0.0085653104925053,0.0,0.0042826552462526,0.0,0.0,0.006423982869379,0.0149892933618843,0.0,0.854389721627409,0.0,0.0171306209850107,10441.026088167078
13121007709,Suburban,0.0,0.0,0.0,0.0064102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.8952991452991453,0.0,0.0641025641025641,15602.708048756058
13121007710,Suburban,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0181159420289855,0.0072463768115942,0.0,0.9420289855072465,0.0,0.0,16248.778235834832
13121007711,Urban,0.0111464968152866,0.0,0.0,0.0509554140127388,0.0,0.0063694267515923,0.0,0.0031847133757961,0.0,0.0095541401273885,0.0031847133757961,0.0,0.0,0.8773885350318471,0.0,0.0,14131.46148807097
13121007805,Urban,0.0,0.0,0.0,0.0037105751391465,0.0,0.0,0.0,0.0,0.0,0.0055658627087198,0.0,0.0037105751391465,0.0,0.9777365491651204,0.0,0.0,14082.155041136242
13121007806,Urban,0.013419216317767,0.0,0.0,0.0075147611379495,0.0,0.0010735373054213,0.0,0.0,0.0,0.003220611916264,0.0069779924852388,0.0026838432635534,0.0,0.9602791196994096,0.0,0.0,12051.490363885518
13121007807,Urban,0.0,0.0,0.0,0.0099750623441396,0.0,0.0124688279301745,0.0,0.0074812967581047,0.0,0.0,0.0024937655860349,0.0199501246882793,0.0,0.942643391521197,0.0,0.0,10231.991922197094
13121007808,Urban,0.0025220680958385,0.0,0.0,0.0264817150063051,0.0,0.0050441361916771,0.0,0.0,0.0,0.0,0.0050441361916771,0.0226986128625472,0.0,0.8965952080706179,0.0,0.0277427490542244,10549.520567807072
